responden,jenis_kelamin,usia,pendidikan,penghasilan,aktivitas_meningkat_1,aktivitas_meningkat_2,aktivitas_meningkat_3,aktivitas_meningkat_4,aktivitas_meningkat_5,memiliki_akun_bank?,bank_pilihan_1,bank_pilihan_2,bank_pilihan_3,bank_pilihan_4,bank_pilihan_5,transfer_antar_bank,bayar_tagihan,keluhan_1,keluhan_2,keluhan_3
1295,Laki – laki,>50 tahun,S3,> Rp 10 juta,Berbelanja online,Streaming video/ film,,,,ya,,BCA,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1296,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1297,Perempuan,41-50 tahun,S2,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,,BCA,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1298,Perempuan,15-20 tahun,SMP,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1299,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,BRI,,,,,ATM,ATM,Layanan/ Sistem down,,
1300,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,BCA,,,,Internet Banking,ATM,Layanan/ Sistem down,,
1301,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1302,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1303,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1304,Laki – laki,>50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1305,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1306,Laki – laki,15-20 tahun,S1,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,,
1307,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1308,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1309,Laki – laki,41-50 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1310,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,,Melakukan konsultasi kesehatan secara online,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1311,Perempuan,41-50 tahun,S2,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,,BCA,,,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1312,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,,
1313,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,BNI,,,Mobile Banking,Mobile Banking,,,
1314,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,,
1315,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,ATM,ATM,,Proses tidak berhasil namun saldo terpotong,
1316,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,BNI,,,ATM,Internet Banking,Layanan/ Sistem down,,
1317,Perempuan,15-20 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,Transaksi / pembayaran yang sama terjadi dua kali
1318,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,,,
1319,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,,BCA,BNI,,,Mobile Banking,Mobile Banking,,,
1320,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,BCA,BNI,,,ATM,ATM,,,
1321,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1322,Laki – laki,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,ya,BRI,BCA,,,,ATM,ATM,Layanan/ Sistem down,,
1323,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1324,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1325,Perempuan,15-20 tahun,SMA,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,,,ya,,,BNI,,,Mobile Banking,Mobile Banking,,,
1326,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,,BNI,,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1327,Perempuan,>50 tahun,S3,> Rp 10 juta,,Streaming video/ film,,Akses media sosial,,ya,,BCA,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1328,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,BNI,,,ATM,Mobile Banking,Layanan/ Sistem down,,
1329,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,ya,,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1330,Laki – laki,21-30 tahun,S1,< Rp 2 juta,,,,,,ya,BRI,,,,,ATM,ATM,,,
1331,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1332,Perempuan,41-50 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1333,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,,
1334,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,ya,BRI,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1335,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1336,Perempuan,>50 tahun,S1,Rp 5 juta – Rp 10 juta,,,Mengikuti kelas online,,,ya,BRI,BCA,BNI,,,Internet Banking,Internet Banking,,,
1337,Perempuan,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1338,Perempuan,21-30 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,,
1339,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,Mandiri,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1340,Laki – laki,41-50 tahun,S1,tidak menjawab,,,Mengikuti kelas online,,,ya,BRI,,,,,ATM,ATM,Layanan/ Sistem down,,
1341,Perempuan,41-50 tahun,SMA,Rp 2 juta – Rp 5 juta,,,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1342,Perempuan,31-40 tahun,SMA,Rp 5 juta – Rp 10 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1343,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,,,,,CIMB Niaga,Mobile Banking,Mobile Banking,,,
1344,Perempuan,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1345,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1346,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,ATM,Internet Banking,,,
1347,Perempuan,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,,,Mengikuti kelas online,,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1348,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1349,Perempuan,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1350,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1351,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,CIMB Niaga,ATM,ATM,Layanan/ Sistem down,,
1352,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1353,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1354,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1355,Perempuan,15-20 tahun,SMP,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,,,
1356,Perempuan,15-20 tahun,SMA,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1357,Perempuan,15-20 tahun,S1,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,,,
1358,Perempuan,15-20 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1359,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1360,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1361,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,Transaksi / pembayaran yang sama terjadi dua kali
1362,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,Transaksi / pembayaran yang sama terjadi dua kali
1363,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1364,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,Transaksi / pembayaran yang sama terjadi dua kali
1365,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,BRI,,,,,ATM,ATM,Layanan/ Sistem down,,
1366,Perempuan,15-20 tahun,SMA,Rp 5 juta – Rp 10 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,Transaksi / pembayaran yang sama terjadi dua kali
1367,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,CIMB Niaga,Internet Banking,ATM,Layanan/ Sistem down,,
1368,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,BRI,,,,,ATM,ATM,Layanan/ Sistem down,,
1369,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,ya,,BCA,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1370,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1371,Perempuan,21-30 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1372,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1373,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1374,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1375,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1376,tidak menjawab,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1377,Laki – laki,15-20 tahun,SMA,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1378,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1379,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,BNI,,,Internet Banking,ATM,Layanan/ Sistem down,,
1380,Perempuan,15-20 tahun,SMA,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,,,
1381,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1382,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1383,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,Transaksi / pembayaran yang sama terjadi dua kali
1384,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
1385,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Datang ke cabang bank,Mobile Banking,Layanan/ Sistem down,,
1386,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1387,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,ya,BRI,,BNI,,,Datang ke cabang bank,Mobile Banking,,,
1388,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1389,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1390,Perempuan,41-50 tahun,S1,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,ya,,BCA,,,,Mobile Banking,ATM,Layanan/ Sistem down,,
1391,Laki – laki,41-50 tahun,S1,> Rp 10 juta,Berbelanja online,,,,,ya,,BCA,,,CIMB Niaga,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1392,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1393,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1394,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,Datang ke cabang bank,Datang ke cabang bank,Layanan/ Sistem down,,
1395,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,BNI,,,ATM,Mobile Banking,,,
1396,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,ATM,ATM,Layanan/ Sistem down,,
1397,Laki – laki,21-30 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,,,ya,,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1398,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1399,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1400,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1401,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Internet Banking,Internet Banking,,,
1402,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,ya,,,BNI,,,Mobile Banking,Mobile Banking,,,
1403,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,ya,,BCA,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1404,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,ATM,Layanan/ Sistem down,,
1405,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1406,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,,,Transaksi / pembayaran yang sama terjadi dua kali
1407,Laki – laki,31-40 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,,,ya,BRI,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1408,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,,Mengikuti kelas online,,,ya,,,,,,Mobile Banking,Mobile Banking,,,
1409,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,,,ya,,,BNI,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1410,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,,,
1411,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,Datang ke cabang bank,Datang ke cabang bank,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,
1412,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1413,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1414,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1415,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1416,Laki – laki,31-40 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,,,ya,,,BNI,,,ATM,ATM,Layanan/ Sistem down,,
1417,Laki – laki,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,Mengikuti kelas online,,,ya,,BCA,BNI,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1418,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,BRI,,,,,Mobile Banking,Datang ke cabang bank,Layanan/ Sistem down,,
1419,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,BCA,,,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1420,Perempuan,41-50 tahun,S1,> Rp 10 juta,,,Mengikuti kelas online,Akses media sosial,,ya,,,,Mandiri,,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,
1421,Perempuan,21-30 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,,Akses media sosial,,ya,,,BNI,Mandiri,,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,
