responden,jenis_kelamin,usia,pendidikan,penghasilan,aktivitas_meningkat_1,aktivitas_meningkat_2,aktivitas_meningkat_3,aktivitas_meningkat_4,aktivitas_meningkat_5,menggunakan_fintech_lending?,fintech_pilihan_1,fintech_pilihan_2,fintech_pilihan_3,fintech_pilihan_4,fintech_pilihan_5,tujuan_1,tujuan_2,tujuan_3,tujuan_4,tujuan_5,nominal_peminjaman,keluhan_1,keluhan_2,keluhan_3
1150,Perempuan,21-30 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1151,Perempuan,21-30 tahun,S2,Rp 5 juta – Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,
1152,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1153,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,
1154,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1155,Perempuan,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,,,ya,Kredivo,,,,,,,,Pembiayaan pendidikan,,"Rp 1.000.000 – Rp 5.000.000,-",,Bunga tinggi,
1156,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1157,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1158,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1159,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1160,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1161,Laki – laki,>50 tahun,S2,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1162,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1163,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1164,Perempuan,15-20 tahun,SMA,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1165,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1166,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1167,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,
1168,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1169,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1170,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1171,Laki – laki,15-20 tahun,SMA,> Rp 10 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1172,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1173,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1174,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1175,Laki – laki,21-30 tahun,S2,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,ya,,,,,,,,,,,tidak menjawab,,,
1176,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1177,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1178,Perempuan,15-20 tahun,SMP,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1179,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,
1180,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1181,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1182,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1183,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1184,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1185,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1186,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1187,Laki – laki,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1188,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,,,,,,tidak menjawab,,,
1189,Laki – laki,21-30 tahun,S1,Rp 2 juta – Rp 5 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1190,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1191,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1192,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1193,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1194,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1195,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1196,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1197,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1198,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1199,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,
1200,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1201,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1202,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1203,Perempuan,41-50 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1204,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,
1205,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1206,Perempuan,41-50 tahun,SMA,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1207,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1208,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1209,Perempuan,>50 tahun,S1,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1210,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1211,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1212,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1213,Perempuan,>50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1214,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1215,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1216,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1217,Laki – laki,41-50 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1218,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1219,Laki – laki,41-50 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1220,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1221,Laki – laki,>50 tahun,S2,Rp 5 juta – Rp 10 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1222,Perempuan,41-50 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1223,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1224,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1225,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1226,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1227,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1228,Laki – laki,< 15 tahun,SMP,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1229,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1230,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1231,tidak menjawab,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1232,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,,,,,tidak,,,,,,,,,,,,,,
1233,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1234,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1235,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1236,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1237,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1238,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1239,Perempuan,15-20 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1240,tidak menjawab,tidak menjawab,tidak menjawab,tidak menjawab,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1241,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1242,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1243,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1244,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1245,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1246,Laki – laki,31-40 tahun,S2,Rp 5 juta – Rp 10 juta,Berbelanja online,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1247,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1248,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1249,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1250,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1251,Laki – laki,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1252,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1253,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1254,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1255,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1256,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1257,Perempuan,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1258,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1259,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,ya,,,,,,,,,Pembiayaan pendidikan,,"Rp 1.000.000 – Rp 5.000.000,-",,,
1260,Laki – laki,>50 tahun,S3,> Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,
1261,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1262,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1263,Laki – laki,41-50 tahun,S2,> Rp 10 juta,,,,,,tidak,,,,,,,,,,,,,,
1264,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1265,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1266,Laki – laki,41-50 tahun,S2,> Rp 10 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1267,Laki – laki,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1268,Laki – laki,>50 tahun,S1,Rp 2 juta – Rp 5 juta,,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1269,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1270,Laki – laki,41-50 tahun,S1,> Rp 10 juta,Berbelanja online,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1271,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1272,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1273,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1274,Perempuan,15-20 tahun,S1,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1275,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1276,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,ya,,,CIcil,Akulaku,,,,,Pembiayaan pendidikan,,Rp 5.000.001 – Rp 10.000.000,Aplikasi/ web tidak dapat / sulit diakses,,
1277,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1278,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1279,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1280,Perempuan,15-20 tahun,S1,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1281,Perempuan,15-20 tahun,SMA,Rp 5 juta – Rp 10 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1282,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,,Streaming video/ film,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1283,Laki – laki,>50 tahun,S1,> Rp 10 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1284,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,CIcil,,,,,,,,tidak menjawab,,,
1285,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1286,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1287,Perempuan,41-50 tahun,S3,Rp 5 juta – Rp 10 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1288,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1289,Perempuan,41-50 tahun,SMA,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1290,Laki – laki,15-20 tahun,SMA,> Rp 10 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,Danacepat,CIcil,,,,,,Pembiayaan pendidikan,,Rp 5.000.001 – Rp 10.000.000,,Bunga tinggi,
1291,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1292,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1293,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1294,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1295,Laki – laki,>50 tahun,S3,> Rp 10 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
1296,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1297,Perempuan,41-50 tahun,S2,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1298,Perempuan,15-20 tahun,SMP,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1299,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1300,Perempuan,15-20 tahun,S1,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1301,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1302,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1303,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1304,Laki – laki,>50 tahun,S1,Rp 5 juta – Rp 10 juta,Berbelanja online,,,,,tidak,,,,,,,,,,,,,,
1305,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1306,Laki – laki,15-20 tahun,S1,tidak menjawab,,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1307,Perempuan,15-20 tahun,SMA,Rp 2 juta – Rp 5 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1308,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1309,Laki – laki,41-50 tahun,S1,Rp 2 juta – Rp 5 juta,,,,,,tidak,,,,,,,,,,,,,,
1310,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,,,,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1311,Perempuan,41-50 tahun,S2,> Rp 10 juta,Berbelanja online,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1312,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,ya,,,,,,,,,,,"< Rp 1.000.000,-",,,
1313,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1314,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1315,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1316,Perempuan,15-20 tahun,SMA,< Rp 2 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1317,Perempuan,15-20 tahun,S1,< Rp 2 juta,,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1318,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,,,tidak,,,,,,,,,,,,,,
1319,Perempuan,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1320,Laki – laki,21-30 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,Mengikuti kelas online,Akses media sosial,,tidak,,,,,,,,,,,,,,
1321,Perempuan,21-30 tahun,S1,Rp 5 juta – Rp 10 juta,,Streaming video/ film,Mengikuti kelas online,Akses media sosial,Melakukan konsultasi kesehatan secara online,tidak,,,,,,,,,,,,,,
1322,Laki – laki,41-50 tahun,S1,Rp 5 juta – Rp 10 juta,,,,Akses media sosial,,tidak,,,,,,,,,,,,,,
1323,Laki – laki,15-20 tahun,SMA,< Rp 2 juta,Berbelanja online,Streaming video/ film,,,,tidak,,,,,,,,,,,,,,
